attack_type,attack_vector,system_affected,downtime_hours,records_compromised,detection_delay_minutes,security_level,operational_loss
Phishing,USB,EHR,18,95310,250,Medium,14765267.0
Malware,USB,Billing,16,5641,52,High,776812.25
Ransomware,Network,Billing,32,40396,178,Low,11070525.0
Malware,Email,Billing,48,78196,54,High,6376920.0
DDoS,Email,PACS,10,87248,230,Medium,13121057.4
Ransomware,Network,Billing,34,10144,157,Low,4640372.0
Phishing,USB,PACS,21,39611,209,Low,7715582.0
Malware,Email,Billing,22,9639,237,Medium,2027877.0
Phishing,Network,PACS,20,46425,297,Medium,6592204.8
Phishing,Network,EHR,34,72563,63,High,7010534.0
Ransomware,Email,EHR,28,50844,173,High,7570300.999999999
Malware,Network,PACS,14,37199,276,High,3366388.25
Ransomware,USB,EHR,26,22919,26,Low,8897633.0
Ransomware,USB,EHR,15,24610,70,High,3678112.9999999995
DDoS,USB,Billing,28,75447,212,High,6223119.5
Ransomware,USB,PACS,25,36080,29,Low,10753082.200000001
Ransomware,Email,PACS,24,16543,245,High,2676091.3
DDoS,USB,Billing,11,1858,287,Medium,835841.9999999999
Ransomware,Network,EHR,23,28108,85,High,4434191.0
Ransomware,Email,EHR,44,16956,226,Medium,6824555.0
DDoS,USB,Billing,16,13500,4,Low,3101711.0
Malware,Email,PACS,10,39411,255,High,3439821.3499999996
DDoS,Network,Billing,25,70763,214,Low,13348988.0
Malware,USB,PACS,8,85238,123,High,6855169.6
DDoS,Network,Billing,18,14901,237,High,1603829.5
Phishing,Email,EHR,32,113,159,High,912515.0
Phishing,Network,PACS,46,1151,199,Medium,1960258.0
Malware,Email,EHR,4,98760,209,High,9178708.0
DDoS,USB,Billing,4,14752,164,High,1207587.0
Ransomware,USB,PACS,14,55576,290,Low,15104129.8
Phishing,Network,PACS,38,20682,5,Medium,3912440.8
Ransomware,Email,PACS,23,63426,175,Low,17454104.8
DDoS,Network,Billing,30,72960,27,Low,13777327.0
Phishing,Network,Billing,24,13545,150,Medium,2303162.0
DDoS,Network,PACS,17,74897,128,High,6753811.5
Ransomware,USB,EHR,33,59516,20,Low,20039475.0
DDoS,Email,PACS,16,45486,90,High,4212858.8
Ransomware,USB,Billing,18,10991,70,High,1586556.5
Ransomware,USB,PACS,35,53784,120,High,6926344.399999999
Phishing,Email,EHR,46,95751,55,Low,21146371.0
DDoS,USB,Billing,23,77732,269,Low,14501511.0
Phishing,USB,PACS,19,48947,129,Low,9051476.200000001
Malware,Email,PACS,22,79771,43,High,6697165.149999999
Malware,Network,EHR,19,72922,129,High,7223620.0
Ransomware,Network,Billing,29,82479,238,Medium,15018101.0
Malware,Network,PACS,7,8034,108,High,879537.7
DDoS,Network,Billing,2,345,15,Low,154021.0
Malware,Email,Billing,28,4357,294,High,1001819.2499999999
Phishing,Email,Billing,45,42433,19,Low,8107843.0
Phishing,Network,Billing,20,69753,78,Low,10960989.0
Ransomware,Email,PACS,23,19152,285,Medium,5059648.2
Phishing,Email,Billing,23,58854,239,Low,9631407.0
Malware,USB,Billing,38,16633,133,Medium,3333983.0
DDoS,Email,PACS,3,78376,50,High,6661074.8
Malware,Network,PACS,5,53710,158,High,4351722.3
Malware,Email,Billing,9,84286,34,Medium,10242930.0
Malware,Email,PACS,41,16194,179,Medium,3877081.8
DDoS,USB,PACS,5,43110,49,High,3737092.1999999997
Phishing,Email,EHR,32,70947,264,Medium,11848986.0
DDoS,Email,Billing,27,49728,179,Low,9851392.999999998
Ransomware,USB,PACS,41,93960,112,High,11421424.2
DDoS,USB,EHR,7,85471,25,Medium,14783610.0
Malware,Email,Billing,4,21371,287,Medium,2864201.0
DDoS,USB,PACS,27,13128,106,Low,4199098.6
Malware,Network,PACS,12,63161,253,Medium,9075346.4
DDoS,Network,EHR,17,32435,237,Low,8742536.0
Phishing,Email,EHR,28,3189,171,High,1083867.0
Ransomware,USB,Billing,23,11170,202,High,1866669.0
DDoS,Email,Billing,19,12237,104,High,1321385.5
Malware,Network,EHR,22,21343,235,Low,6065269.0
DDoS,Network,PACS,37,77769,190,Low,17182019.6
Phishing,Email,Billing,36,6088,28,Medium,1871368.0
DDoS,USB,EHR,4,2306,276,High,488994.99999999994
DDoS,USB,Billing,35,90101,74,Low,17023630.0
Malware,Network,PACS,39,16982,246,High,2380425.3
DDoS,Network,Billing,47,96911,235,Low,18885032.999999996
Malware,Email,EHR,15,6635,269,Low,2611839.0
Ransomware,Email,Billing,17,21739,167,Low,5964033.0
DDoS,USB,PACS,8,98156,37,Medium,14420882.4
Malware,Email,PACS,33,9858,106,High,1564228.9
Phishing,USB,EHR,4,65367,111,Medium,9684348.0
Phishing,USB,Billing,26,12235,17,Low,2867511.0
Phishing,Network,PACS,20,36087,276,Low,7178885.600000001
DDoS,Network,PACS,43,67835,244,High,6805518.699999999
Phishing,Network,Billing,48,59120,256,Medium,8115108.0
Malware,USB,PACS,7,10433,210,Low,2438611.4
DDoS,USB,PACS,24,5217,133,High,1101865.4999999998
Ransomware,Network,Billing,31,67006,107,Medium,12455618.0
Phishing,Email,PACS,33,42962,62,Low,8656703.8
Phishing,Network,Billing,8,75105,227,High,4952745.0
Phishing,Network,Billing,16,99329,282,Medium,11439610.0
Phishing,USB,EHR,31,86489,101,Medium,13849622.0
Malware,Email,Billing,34,93191,285,Medium,12250600.0
Malware,USB,Billing,47,53886,81,Medium,7966624.0
DDoS,USB,Billing,17,1691,217,Medium,1015893.0
Ransomware,Network,Billing,13,11675,156,Low,3606629.0
Ransomware,Network,EHR,39,39290,80,Low,14842011.0
DDoS,USB,Billing,36,52599,264,Low,10905938.0
Ransomware,Email,PACS,30,30489,21,High,4254568.5
Phishing,USB,EHR,13,41938,244,Medium,6776763.0
Malware,Email,EHR,29,32110,32,Medium,6418804.0
DDoS,USB,Billing,28,14565,139,Low,4030355.0
Malware,USB,Billing,26,71238,107,Low,12425655.0
Phishing,USB,Billing,19,41362,272,Medium,5242191.0
DDoS,USB,EHR,34,6139,166,Medium,2959904.0
Ransomware,USB,EHR,35,27051,80,Low,10936253.0
Phishing,Email,PACS,24,94005,40,Medium,12381727.0
Ransomware,Network,EHR,9,3489,36,High,835272.0
Malware,Network,PACS,37,92375,130,High,8033703.249999999
Ransomware,USB,EHR,8,73306,189,Medium,16614099.0
DDoS,Email,Billing,43,26818,148,Low,6867428.0
DDoS,Email,PACS,4,9215,207,Medium,1713668.5999999999
Ransomware,Email,Billing,17,89623,194,Low,20744353.0
Malware,USB,Billing,22,97685,211,Medium,12375103.0
Phishing,Email,EHR,44,91113,187,Medium,15191186.0
Ransomware,Email,Billing,2,45157,289,Low,10274849.0
DDoS,Email,PACS,2,87820,208,High,7476863.399999999
Malware,USB,EHR,12,38189,42,High,3825059.9999999995
Ransomware,Email,EHR,11,19208,197,High,2972069.0
Malware,Email,PACS,48,71803,58,High,6690020.85
Malware,USB,PACS,9,85022,202,Medium,11835473.4
Malware,USB,PACS,5,3170,215,Low,1025479.0
Malware,USB,EHR,26,99698,171,Low,22544680.0
Malware,Network,EHR,25,800,146,Medium,1398678.0
Phishing,USB,EHR,29,26045,109,High,2989583.0
Phishing,Network,EHR,39,59233,253,Medium,10389570.0
Ransomware,Network,PACS,44,54239,277,High,7355874.1
Ransomware,Network,PACS,37,44485,245,Low,13924049.0
Malware,USB,PACS,9,67566,26,Medium,9320770.2
Ransomware,USB,EHR,41,36656,102,Medium,10717965.0
DDoS,Network,Billing,1,6860,205,Low,1432643.0
Malware,Network,Billing,38,23672,126,Low,5588293.0
Ransomware,Email,Billing,23,97908,49,High,9883231.0
Malware,Email,PACS,1,61769,43,Low,11034810.600000001
Ransomware,Email,Billing,40,75987,204,Medium,14499019.0
DDoS,Email,PACS,22,3447,20,Medium,1405908.5999999999
Malware,USB,PACS,16,76833,50,Medium,10860454.799999999
Ransomware,USB,EHR,40,39837,216,High,6668159.0
Ransomware,USB,Billing,48,35342,112,Low,10904957.0
Ransomware,USB,EHR,46,68108,241,Medium,18021732.0
Malware,USB,Billing,39,37675,134,Low,7872177.0
Ransomware,USB,EHR,20,92320,295,High,12570837.0
Phishing,USB,EHR,41,14498,217,Low,5440463.0
Ransomware,Email,PACS,32,56417,99,Medium,12261174.6
Phishing,Email,PACS,22,40478,94,High,3362508.8
Phishing,USB,EHR,34,12823,259,High,2083955.9999999998
Malware,USB,EHR,14,84259,132,Low,18517008.0
DDoS,Email,EHR,27,68584,204,High,7649058.999999999
DDoS,Network,Billing,6,43897,82,Medium,5790101.0
Phishing,Email,EHR,18,7022,123,Low,2567893.0
Ransomware,Email,PACS,8,96175,286,Medium,18379117.599999998
DDoS,Network,EHR,35,96516,48,High,10543486.999999998
Malware,USB,PACS,29,51168,151,High,4667493.899999999
Phishing,Email,Billing,45,82389,246,High,6143495.0
Phishing,Email,EHR,31,96637,162,High,8943533.0
Phishing,Network,PACS,46,9476,225,Low,4052885.2
Malware,Email,EHR,36,67089,266,Medium,12406941.0
DDoS,Network,PACS,7,54705,51,Medium,8197177.799999999
Malware,USB,EHR,6,3289,291,Medium,1020224.0
DDoS,USB,PACS,36,74848,105,Low,16477207.200000001
Malware,USB,EHR,39,45081,89,High,5197998.0
DDoS,Network,Billing,36,904,267,High,978867.9999999998
DDoS,Network,Billing,15,76601,82,Low,13660713.0
Phishing,Network,EHR,42,96286,1,High,9160475.0
Malware,USB,EHR,15,44673,177,Medium,7832119.0
Ransomware,USB,EHR,2,98269,85,Medium,21483473.0
Ransomware,Network,PACS,5,80580,124,Medium,15198510.399999999
Ransomware,Email,Billing,38,55395,124,Low,14576857.0
DDoS,Email,EHR,43,30424,65,Low,9785695.0
Phishing,Email,EHR,17,20083,202,Low,5078429.0
Phishing,Email,PACS,12,83857,217,High,6378129.6
DDoS,Network,PACS,29,73416,240,Medium,11898192.799999999
Malware,USB,Billing,43,87117,74,Low,15666801.0
Ransomware,Email,EHR,6,23080,276,Low,7604560.0
Phishing,Network,PACS,20,15083,46,Medium,2632791.6
DDoS,Network,Billing,17,98669,292,High,7781662.499999998
Phishing,Email,Billing,34,42849,287,High,3472153.0
Malware,Email,PACS,20,44149,122,Medium,6726672.6
DDoS,USB,Billing,18,32243,190,Low,6472108.0
DDoS,USB,Billing,39,33683,157,Medium,5849993.0
Malware,Email,PACS,35,36195,271,Medium,6402957.6
Malware,USB,EHR,46,27705,210,Low,8902565.0
DDoS,Email,EHR,20,9596,145,Medium,2797239.0
Malware,USB,Billing,37,10955,227,Low,3635105.0
Ransomware,USB,PACS,17,43212,4,Medium,8903598.6
DDoS,Network,EHR,9,98378,223,Low,22977359.0
Phishing,USB,EHR,8,24391,117,High,2315712.0
Malware,Network,Billing,27,88885,210,Low,15297859.0
Phishing,Network,PACS,39,67388,250,Medium,9888858.2
DDoS,USB,EHR,11,92239,51,Medium,16137007.0
Phishing,Email,PACS,38,21301,45,High,2365270.4
Malware,USB,PACS,33,41649,51,Medium,6861593.0
Phishing,Network,EHR,7,92823,172,Low,18453100.0
DDoS,USB,Billing,5,57624,173,Low,10122344.0
Phishing,Network,PACS,39,48865,281,Medium,7592301.399999999
Phishing,Email,EHR,11,62877,89,High,5596556.0
DDoS,Network,EHR,36,57067,111,High,6723776.0
Phishing,USB,Billing,44,87967,241,Medium,11130895.0
Phishing,Network,EHR,18,46906,44,High,4448925.0
Ransomware,Email,EHR,19,93381,136,High,12617167.0
Malware,USB,EHR,43,50041,32,Medium,9852125.0
Phishing,Network,Billing,26,89999,273,Low,14276326.0
DDoS,USB,EHR,43,94425,59,Low,24076114.0
DDoS,Email,Billing,19,30394,46,Low,6142111.0
DDoS,Network,PACS,9,39250,241,High,3633938.8
Phishing,Email,PACS,21,65306,145,High,5193239.399999999
DDoS,Network,PACS,4,33895,129,Low,6859173.600000001
Ransomware,Network,PACS,22,494,55,Medium,1358238.4
Ransomware,Network,PACS,42,43946,122,Medium,10550383.799999999
Malware,USB,Billing,4,58033,56,High,4058439.2499999995
DDoS,Email,EHR,28,27669,278,High,3733324.9999999995
Phishing,Email,Billing,9,77749,166,High,5143950.0
DDoS,Email,EHR,33,120,35,Medium,1699385.0
DDoS,Email,EHR,6,40036,10,High,4098442.9999999995
Malware,USB,Billing,16,26515,34,High,2125468.75
Phishing,USB,EHR,47,50025,209,Medium,9442735.0
Ransomware,Network,EHR,1,88757,59,Medium,19351426.0
Malware,Network,Billing,25,30177,47,Medium,4484598.0
Phishing,Email,PACS,14,62484,296,Medium,8385978.0
Phishing,USB,PACS,18,27225,17,High,2340947.8
Ransomware,USB,PACS,47,16167,63,Low,7549230.0
Ransomware,Network,PACS,29,18416,261,High,3024392.1999999997
Malware,Email,PACS,29,23870,76,Medium,4378521.6
Ransomware,Network,PACS,48,60714,95,High,8124351.399999999
Ransomware,USB,PACS,47,77118,92,Medium,16850447.0
Ransomware,Email,EHR,35,41433,267,Medium,11544859.0
Malware,Network,EHR,38,6768,50,High,1689207.0
Ransomware,Network,Billing,23,55069,148,High,5946607.5
DDoS,Network,PACS,33,44552,192,Low,10621325.6
Phishing,USB,EHR,15,37233,68,High,3548354.0
Malware,Email,EHR,34,13926,261,Low,5344729.0
Ransomware,Email,Billing,16,90860,3,Low,20664638.0
Phishing,USB,Billing,15,4137,249,Medium,1133583.0
Phishing,Network,PACS,32,57651,22,Low,11035663.600000001
DDoS,USB,Billing,31,65550,45,Low,12577759.0
Malware,Email,PACS,48,23374,52,High,2904928.0999999996
Ransomware,USB,PACS,37,19461,278,High,3429279.9
Phishing,USB,Billing,18,17649,131,Low,3415359.0
Phishing,Email,Billing,6,81803,240,Low,12226061.0
Malware,Email,Billing,7,31124,197,Medium,4013854.0
Ransomware,USB,Billing,8,45134,42,Low,10364957.0
Ransomware,Network,Billing,12,11907,203,Medium,2666319.0
Phishing,USB,PACS,44,64323,148,High,5595659.399999999
DDoS,Email,PACS,39,90216,32,Medium,14541932.4
Ransomware,USB,EHR,27,49054,210,Low,16861698.0
Phishing,USB,PACS,7,99672,296,Medium,12678407.2
DDoS,USB,EHR,25,88311,74,Low,21537641.0
Malware,USB,PACS,9,65112,137,Low,12118310.200000001
Phishing,USB,Billing,42,33159,221,Low,6744387.0
DDoS,Email,EHR,15,79430,274,Medium,14376003.0
DDoS,Network,Billing,22,3614,143,High,798666.0
DDoS,USB,EHR,45,57112,153,Low,16040336.0
DDoS,Network,Billing,39,51228,224,High,4767723.0
DDoS,USB,PACS,47,40178,146,High,4632116.199999999
Ransomware,Email,EHR,5,75941,287,Medium,17119538.0
DDoS,Email,Billing,13,65611,144,High,5196689.5
DDoS,USB,EHR,14,11779,17,Low,3623146.0
Malware,Email,PACS,43,95234,226,Medium,14527895.0
DDoS,Email,EHR,8,89155,121,High,9079222.0
Malware,USB,EHR,8,14322,81,Low,3620363.0
Malware,Email,Billing,12,52004,11,Low,8710963.0
Ransomware,Network,PACS,41,21871,40,Medium,6305268.6
Phishing,Email,PACS,45,46275,25,High,4250813.0
Ransomware,Network,EHR,25,17435,98,Low,7379534.0
Phishing,USB,Billing,17,12780,227,Low,2790794.0
DDoS,Email,Billing,4,66740,98,Low,11547358.0
Malware,Network,EHR,35,7371,171,High,1732649.0
Malware,Email,EHR,19,93879,9,Low,20735345.0
Ransomware,Email,Billing,6,4101,254,Medium,1251298.0
Phishing,Network,EHR,16,49556,82,High,4567888.0
DDoS,Network,Billing,42,29206,94,Medium,5329697.0
DDoS,USB,EHR,6,50890,104,Low,11894446.0
Malware,Network,Billing,35,54021,12,Low,10083648.0
DDoS,Email,Billing,21,79351,252,High,6400591.5
Malware,USB,Billing,3,92246,42,High,6380825.5
DDoS,Network,Billing,24,14033,233,Medium,2824630.0
DDoS,USB,PACS,19,23329,229,Low,5778362.2
DDoS,Network,EHR,25,54422,4,High,6058913.0
Phishing,Email,Billing,20,91548,116,High,6190680.0
Malware,Network,PACS,13,69137,78,Medium,9790303.0
Ransomware,USB,EHR,43,1628,282,Medium,3455841.0
Malware,Network,Billing,3,50282,24,Low,8034419.0
Phishing,USB,Billing,44,68188,122,High,5155795.0
Malware,USB,EHR,28,21003,78,High,2734644.0
Malware,USB,PACS,45,84321,162,Low,17463692.400000002
Phishing,USB,EHR,17,19792,104,Low,4874157.0
Malware,Email,PACS,34,50396,84,Low,10850718.0
DDoS,Network,Billing,21,33479,223,High,2980593.5
DDoS,USB,EHR,15,11128,136,Medium,2749083.0
DDoS,Network,PACS,41,75028,22,Low,16667474.0
Phishing,USB,PACS,25,44199,260,Low,8732711.8
Phishing,Email,EHR,12,75910,6,Low,15252060.0
Ransomware,USB,EHR,48,73441,195,High,11169263.0
Malware,Email,Billing,38,62698,179,High,5155564.0
Malware,Network,EHR,3,2639,52,Low,788018.0
Malware,Email,EHR,14,29183,95,Medium,5314162.0
DDoS,Network,PACS,23,55361,220,High,5274804.3
Malware,Email,Billing,38,70772,77,Low,12873560.0
Ransomware,USB,PACS,45,58184,58,Low,17585349.6
Ransomware,Email,EHR,38,32545,255,Low,13099106.0
DDoS,Network,Billing,17,47560,22,High,3909914.999999999
DDoS,USB,PACS,19,10904,148,High,1408993.5999999999
Malware,USB,Billing,26,38147,230,Low,7358733.0
Phishing,USB,PACS,44,11414,260,High,1855277.5999999999
Malware,USB,Billing,21,87853,27,High,6475125.75
Ransomware,Email,Billing,27,17147,195,Medium,4260420.0
Ransomware,Network,EHR,3,67858,16,High,8666392.0
Ransomware,USB,PACS,42,86454,83,Medium,18243512.2
Ransomware,Network,PACS,39,22535,47,High,3727790.6999999997
Ransomware,USB,EHR,4,81905,159,Medium,18115428.0
Phishing,USB,EHR,2,83694,37,Low,16220553.0
Malware,Email,PACS,10,29948,250,Medium,4560806.8
Ransomware,USB,EHR,2,98125,197,Low,28741283.0
DDoS,Email,PACS,4,98067,188,High,8382781.499999999
Malware,Email,Billing,38,44730,136,Medium,6661021.0
Phishing,Email,Billing,41,32320,242,High,2873601.0
Ransomware,Network,Billing,23,57333,92,Low,13975490.0
Ransomware,Network,EHR,15,36248,117,High,5222892.0
Ransomware,Network,EHR,38,57370,296,Medium,15193160.0
DDoS,Email,PACS,41,66185,67,Low,15023189.8
Malware,Email,EHR,38,14083,247,Low,5588189.0
DDoS,USB,EHR,19,22091,82,High,2741598.9999999995
Malware,Email,Billing,1,74779,155,High,5174773.25
Ransomware,Email,EHR,42,47333,148,Low,17551716.0
Ransomware,USB,EHR,29,82402,250,Low,26665264.0
Malware,Email,EHR,19,94822,124,Low,21085444.0
DDoS,USB,Billing,2,99316,209,Low,16985641.0
Ransomware,USB,PACS,25,36196,146,High,4752775.199999999
Ransomware,Email,PACS,41,16801,16,Medium,5312360.2
DDoS,Email,Billing,6,367,42,Low,455302.0
Malware,Network,PACS,36,84463,283,Low,17180522.8
Ransomware,Network,EHR,22,40584,92,High,6012256.0
Malware,Email,PACS,39,12768,214,Low,4515293.600000001
Ransomware,USB,Billing,8,38352,135,High,3955046.9999999995
Malware,Email,EHR,10,132,150,Low,811701.0
Malware,Network,PACS,19,29342,203,Medium,4843942.0
DDoS,Email,EHR,34,25808,61,High,3528980.0
DDoS,Email,EHR,22,11038,256,Medium,3188057.0
Ransomware,USB,EHR,32,99654,93,Medium,23695827.0
Ransomware,Email,EHR,38,8874,247,Low,6221698.0
Phishing,Email,Billing,24,52127,274,High,3866961.9999999995
Ransomware,USB,Billing,41,79975,263,Low,20292766.0
Malware,Network,EHR,43,22652,239,Medium,5815014.0
Ransomware,USB,Billing,8,86034,109,High,8369853.0
Ransomware,USB,EHR,39,25962,195,High,4847973.0
Phishing,Email,Billing,28,14635,192,Low,3507772.0
Phishing,Email,Billing,38,72935,285,Low,12386280.0
DDoS,Email,PACS,31,90520,265,Medium,14435757.0
Malware,USB,PACS,35,30784,287,High,3349908.0999999996
Phishing,Network,Billing,40,92890,11,Medium,11382668.0
Phishing,Email,PACS,38,62384,223,Low,12297136.4
Malware,Email,PACS,28,20353,157,Low,5260011.0
DDoS,Email,Billing,19,51420,167,High,4275535.999999999
Malware,USB,Billing,47,83677,262,Low,15492937.0
DDoS,USB,EHR,28,18737,201,Low,6369955.0
Ransomware,USB,PACS,18,24057,82,High,3225903.9
Malware,Network,Billing,45,62491,49,High,5182145.25
DDoS,USB,EHR,35,18436,296,Low,6886162.0
Malware,USB,Billing,4,94590,110,High,6580916.5
Ransomware,Network,PACS,19,9924,133,Medium,2997088.1999999997
DDoS,Email,PACS,13,23228,48,Low,5181961.399999999
Phishing,Email,PACS,34,31506,201,High,3061181.8
Malware,Network,EHR,35,75992,84,High,7948400.999999999
Phishing,Network,PACS,35,78102,191,Low,14679325.600000001
Ransomware,Network,Billing,45,22511,124,Medium,5961306.0
Phishing,USB,EHR,42,68178,183,Low,15687678.0
Malware,Network,PACS,30,90565,91,High,7726039.85
Phishing,Network,EHR,48,10764,233,Medium,3861100.0
DDoS,USB,PACS,48,3492,259,Low,3666662.4000000004
Ransomware,Email,PACS,12,49821,147,High,5806429.3
Phishing,USB,EHR,24,98610,5,High,8900302.0
Malware,USB,EHR,36,52218,98,High,5790443.0
Malware,Email,Billing,9,32634,258,Low,5764959.0
Phishing,Network,Billing,34,66981,99,Medium,8392656.0
Ransomware,USB,EHR,16,95994,267,Low,29457138.0
Malware,USB,EHR,32,12713,80,High,2068577.9999999998
Phishing,Email,EHR,17,29091,156,High,2929358.0
Phishing,Network,EHR,39,97670,62,Low,21116463.0
Phishing,Network,PACS,26,7773,146,Medium,1976393.5999999999
Malware,Email,EHR,46,3814,235,Medium,2967231.0
Ransomware,Network,EHR,16,15743,203,Medium,4650560.0
Ransomware,Network,Billing,1,3704,292,Low,1267465.0
DDoS,Email,PACS,27,70669,240,High,6667325.699999999
Malware,Network,EHR,42,53147,110,High,6006352.0
DDoS,USB,PACS,5,37455,177,High,3376047.0999999996
Phishing,USB,EHR,17,67583,283,High,6250409.0
DDoS,USB,Billing,46,57877,23,Low,12030026.0
Malware,Network,Billing,41,23144,184,High,2489955.0
Ransomware,Email,EHR,39,28535,184,High,5209740.0
Ransomware,Email,EHR,5,9149,27,Medium,2322256.0
Malware,Email,EHR,8,9932,67,Medium,1990053.0
DDoS,Email,PACS,21,49221,36,High,4667634.099999999
Malware,Email,EHR,40,90891,179,Low,21638391.0
Malware,Email,PACS,35,46146,36,Low,10071075.6
Malware,Email,PACS,16,73847,228,Low,14161738.0
Ransomware,Email,EHR,38,79911,16,Medium,19706453.0
Phishing,USB,PACS,45,71646,217,Low,14120103.600000001
Malware,USB,PACS,23,4025,148,Medium,1593053.8
Ransomware,Email,EHR,16,24878,240,High,3954994.9999999995
Malware,Network,EHR,45,27435,33,High,3762351.9999999995
Phishing,USB,EHR,11,80408,37,Medium,12066811.0
Ransomware,Email,Billing,22,57586,140,Low,14014868.0
Phishing,Email,PACS,22,64361,56,Low,11605235.4
Phishing,USB,EHR,19,89502,275,Low,18588144.0
Malware,USB,EHR,47,35523,82,High,4517706.0
DDoS,Email,EHR,9,99101,39,Medium,17149733.0
Malware,Email,EHR,47,29952,108,High,4018978.9999999995
DDoS,USB,PACS,27,31457,238,Low,7813566.0
DDoS,Email,EHR,19,15230,298,Medium,3832296.0
Ransomware,USB,Billing,3,58277,62,Low,12860205.0
Ransomware,Network,EHR,4,10630,163,High,1579267.0
Phishing,Network,Billing,47,40440,219,Medium,5982306.0
Malware,Network,EHR,46,32237,64,Medium,7258523.0
DDoS,Network,PACS,46,40923,256,Low,10750674.6
Phishing,USB,EHR,36,45359,140,Low,10907676.0
Malware,Network,EHR,30,86047,286,Low,20081006.0
DDoS,USB,PACS,34,24716,231,Medium,5202665.6
Phishing,USB,PACS,22,57768,115,High,4679513.199999999
DDoS,Email,EHR,34,67825,270,High,7779708.999999999
DDoS,Email,Billing,44,32803,139,High,3455024.5
Ransomware,Network,EHR,43,52586,6,High,8231656.999999999
Phishing,USB,PACS,36,47549,221,Medium,7342836.0
Phishing,USB,Billing,6,85389,119,Low,12646005.0
DDoS,Email,PACS,6,40355,137,High,3617610.0999999996
Malware,USB,PACS,17,11305,39,High,1278492.65
Malware,USB,Billing,30,50166,203,Low,9405738.0
DDoS,Email,PACS,8,49698,48,Low,9967058.4
Phishing,Email,PACS,46,57307,238,Medium,8830818.0
DDoS,Email,EHR,13,37918,170,Low,9560355.0
Phishing,Network,EHR,10,86173,102,Low,17242733.0
Phishing,Network,EHR,29,2330,17,Medium,1646765.0
DDoS,USB,EHR,27,30919,284,Medium,6887061.0
Phishing,Email,PACS,28,82086,274,High,6556737.0
Ransomware,USB,PACS,30,77590,201,Medium,16126711.6
Phishing,USB,PACS,10,9400,229,Medium,1661636.5999999999
Phishing,Network,EHR,8,23617,209,Medium,3904105.0
DDoS,USB,Billing,3,74767,86,High,5629869.5
Malware,USB,Billing,28,14437,172,High,1664734.25
DDoS,Network,Billing,29,555,273,Medium,1336476.0
DDoS,USB,EHR,33,22916,100,Medium,5652708.0
Phishing,Network,PACS,27,52363,163,Medium,7491142.399999999
Ransomware,Email,PACS,14,44864,254,High,5437247.8
DDoS,Network,EHR,6,16302,293,Low,4410170.0
Malware,USB,EHR,35,80225,299,Medium,14392958.0
Ransomware,USB,PACS,33,47855,178,High,6298055.3
Phishing,Network,PACS,37,35865,210,Low,7841469.0
DDoS,Email,EHR,33,93022,47,High,10140197.0
Malware,Email,PACS,24,12005,153,High,1509862.0499999998
DDoS,Network,EHR,6,49139,190,Low,11699464.0
Malware,Email,PACS,38,99587,290,High,8707765.45
Malware,Email,EHR,16,60450,229,Low,13863053.0
Phishing,Network,Billing,24,68781,85,High,4866628.0
Malware,Email,EHR,26,96106,16,Medium,16221567.0
DDoS,Email,EHR,26,14311,94,High,2183887.0
Malware,USB,PACS,22,72130,236,High,6176260.1
DDoS,Network,Billing,29,10152,203,Low,3362502.0
Phishing,Network,PACS,19,11764,199,Medium,2309343.1999999997
DDoS,Network,EHR,15,22518,105,High,2752455.9999999995
DDoS,Network,EHR,48,15674,197,Low,6969522.0
Malware,Email,Billing,42,11300,294,High,1756213.0
Ransomware,Email,Billing,45,57700,18,Low,15379016.0
Malware,USB,EHR,10,91482,198,Low,19896776.0
Ransomware,Email,PACS,21,80791,181,Medium,16169717.2
DDoS,Email,PACS,46,81329,244,Medium,13777426.4
Malware,USB,PACS,2,32260,279,Medium,4594200.399999999
Malware,Network,EHR,7,24327,55,High,2389913.0
Phishing,Network,Billing,45,723,85,Low,2115163.0
DDoS,Email,PACS,13,57984,217,Medium,8985412.799999999
Phishing,Network,PACS,20,92797,143,High,7095018.0
Malware,USB,PACS,42,29665,135,Medium,5750324.0
Ransomware,Network,PACS,47,41941,29,Medium,10318500.0
Phishing,Email,Billing,30,93683,151,Medium,11140176.0
Phishing,Email,Billing,43,41141,32,Medium,5881533.0
DDoS,Network,PACS,7,71559,44,Low,14060004.200000001
DDoS,Network,EHR,11,13709,125,High,1788897.0
Ransomware,USB,Billing,22,82081,296,Low,19586680.0
Phishing,USB,PACS,48,41196,115,Medium,6876853.399999999
Phishing,USB,PACS,21,95065,29,Medium,12394909.6
DDoS,Network,Billing,24,15718,123,Medium,3017006.0
Ransomware,Network,PACS,3,41778,300,High,4731779.8
Malware,Email,EHR,7,43737,204,Medium,7351425.0
Phishing,Network,EHR,20,52365,7,Low,11195749.0
Phishing,Email,Billing,29,37517,95,Medium,5100130.0
Ransomware,Email,Billing,40,16670,212,High,2828038.0
DDoS,Network,EHR,32,73321,197,Low,18834364.0
Malware,USB,PACS,40,31097,109,High,3377651.8499999996
Malware,Network,PACS,33,8319,102,Low,3304535.8000000003
Malware,Email,EHR,25,74052,244,Low,17252731.0
Phishing,USB,EHR,7,36754,206,Low,7699516.0
Malware,Email,EHR,5,60618,47,Low,12984147.0
Ransomware,Network,EHR,26,77538,15,High,10756384.0
Ransomware,Email,PACS,9,49784,35,Medium,9686505.4
